tagID,timestamp,x,y,z
GPA-4_A563_S1,41:36.3,0.3594,-0.6875,-0.7031
GPA-4_A563_S1,41:36.3,0.3594,-0.6875,-0.7031
GPA-4_A563_S1,41:36.3,0.3594,-0.6875,-0.7031
GPA-4_A563_S1,41:36.3,0.3594,-0.6875,-0.7031
GPA-4_A563_S1,41:36.3,0.3594,-0.7031,-0.6875
GPA-4_A563_S1,41:36.4,0.3594,-0.7031,-0.6875
GPA-4_A563_S1,41:36.4,0.3281,-0.7031,-0.6875
GPA-4_A563_S1,41:36.4,0.3438,-0.6875,-0.7031
GPA-4_A563_S1,41:36.4,0.3281,-0.7031,-0.7031
GPA-4_A563_S1,41:36.4,0.3281,-0.7031,-0.7031
GPA-4_A563_S1,41:36.4,0.3281,-0.7031,-0.7031
GPA-4_A563_S1,41:36.4,0.3438,-0.7031,-0.7188
GPA-4_A563_S1,41:36.4,0.3594,-0.7031,-0.7188
GPA-4_A563_S1,41:36.4,0.3438,-0.7031,-0.7031
GPA-4_A563_S1,41:36.4,0.3438,-0.7031,-0.7031
GPA-4_A563_S1,41:36.5,0.3438,-0.6875,-0.7031
GPA-4_A563_S1,41:36.5,0.3438,-0.7031,-0.6875
GPA-4_A563_S1,41:36.5,0.3438,-0.6875,-0.7031
GPA-4_A563_S1,41:36.5,0.3438,-0.6875,-0.6875
GPA-4_A563_S1,41:36.5,0.3438,-0.6719,-0.7031
GPA-4_A563_S1,41:36.5,0.3594,-0.6875,-0.7188
GPA-4_A563_S1,41:36.5,0.3594,-0.6875,-0.7031
GPA-4_A563_S1,41:36.5,0.3594,-0.6875,-0.7031
GPA-4_A563_S1,41:36.5,0.3594,-0.6875,-0.7031
GPA-4_A563_S1,41:36.5,0.3594,-0.6875,-0.7031
GPA-4_A563_S1,41:36.6,0.3594,-0.6875,-0.6875
GPA-4_A563_S1,41:36.6,0.3594,-0.6875,-0.6875
GPA-4_A563_S1,41:36.6,0.3594,-0.7031,-0.6719
GPA-4_A563_S1,41:36.6,0.3438,-0.7031,-0.6875
GPA-4_A563_S1,41:36.6,0.3438,-0.7031,-0.7031
GPA-4_A563_S1,41:36.6,0.3438,-0.7031,-0.7031
